MonitoringStation,EventId,SampleDate,Layer,Parameter,MeasureValue,Unit
CB6.4,64344,5/18/89,B ,CHLA,1.2,UG/L
CB6.4,64344,5/18/89,BP,CHLA,2.5,UG/L
CB6.4,64601,6/12/89,S ,CHLA,4.5,UG/L
CB6.4,64601,6/12/89,AP,CHLA,2.7,UG/L
CB6.4,64601,6/12/89,BP,CHLA,3.6,UG/L
CB6.4,64601,6/12/89,B ,CHLA,1.3,UG/L
CB6.4,64901,6/27/89,S ,CHLA,7.2,UG/L
CB6.4,64901,6/27/89,AP,CHLA,9.0,UG/L
CB6.4,64901,6/27/89,BP,CHLA,2.1,UG/L
CB6.4,64901,6/27/89,B ,CHLA,0.0,UG/L
CB6.4,65146,7/11/89,S ,CHLA,11.5,UG/L
CB6.4,65146,7/11/89,AP,CHLA,9.6,UG/L
CB6.4,65146,7/11/89,BP,CHLA,1.6,UG/L
CB6.4,65146,7/11/89,B ,CHLA,1.0,UG/L
CB6.4,65341,7/24/89,S ,CHLA,9.6,UG/L
CB6.4,65341,7/24/89,AP,CHLA,13.2,UG/L
CB6.4,65341,7/24/89,BP,CHLA,5.9,UG/L
CB6.4,65341,7/24/89,B ,CHLA,3.9,UG/L
CB6.4,65642,8/15/89,S ,CHLA,22.6,UG/L
CB6.4,65642,8/15/89,AP,CHLA,4.1,UG/L
CB6.4,65642,8/15/89,BP,CHLA,0.9,UG/L
CB6.4,65642,8/15/89,B ,CHLA,1.2,UG/L
CB6.4,57405,8/29/89,S ,CHLA,13.3,UG/L
CB6.4,57405,8/29/89,AP,CHLA,12.3,UG/L
CB6.4,57405,8/29/89,BP,CHLA,1.3,UG/L
CB6.4,57405,8/29/89,B ,CHLA,1.5,UG/L
CB6.4,57585,9/11/89,S ,CHLA,7.3,UG/L
CB6.4,57585,9/11/89,AP,CHLA,7.8,UG/L
CB6.4,57585,9/11/89,BP,CHLA,2.6,UG/L
CB6.4,57585,9/11/89,B ,CHLA,3.0,UG/L
CB6.4,57843,9/28/89,S ,CHLA,6.2,UG/L
CB6.4,57843,9/28/89,AP,CHLA,4.0,UG/L
CB6.4,57843,9/28/89,BP,CHLA,4.2,UG/L
CB6.4,57843,9/28/89,B ,CHLA,2.8,UG/L
CB6.4,57992,10/10/89,S ,CHLA,5.1,UG/L
CB6.4,57992,10/10/89,AP,CHLA,8.2,UG/L
CB6.4,57992,10/10/89,B ,CHLA,2.9,UG/L
CB6.4,58482,11/13/89,S ,CHLA,9.1,UG/L
CB6.4,57992,10/10/89,BP,CHLA,2.5,UG/L
CB6.4,58482,11/13/89,AP,CHLA,8.3,UG/L
CB6.4,58482,11/13/89,BP,CHLA,7.6,UG/L
CB6.4,58482,11/13/89,B ,CHLA,7.8,UG/L
CB6.4,58810,12/14/89,S ,CHLA,5.7,UG/L
CB6.4,58810,12/14/89,AP,CHLA,11.7,UG/L
CB6.4,58810,12/14/89,BP,CHLA,13.3,UG/L
CB6.4,58810,12/14/89,B ,CHLA,13.1,UG/L
CB6.4,58969,1/9/90,S ,CHLA,8.8,UG/L
CB6.4,58969,1/9/90,AP,CHLA,13.2,UG/L
CB6.4,58969,1/9/90,BP,CHLA,19.6,UG/L
CB6.4,58969,1/9/90,B ,CHLA,17.7,UG/L
CB6.4,59250,2/6/90,S ,CHLA,12.2,UG/L
CB6.4,59250,2/6/90,AP,CHLA,12.6,UG/L
CB6.4,59250,2/6/90,BP,CHLA,10.1,UG/L
CB6.4,59250,2/6/90,B ,CHLA,9.0,UG/L
CB6.4,59466,3/5/90,S ,CHLA,17.1,UG/L
CB6.4,59466,3/5/90,AP,CHLA,19.8,UG/L
CB6.4,59466,3/5/90,B ,CHLA,16.2,UG/L
CB6.4,59466,3/5/90,BP,CHLA,18.6,UG/L
CB6.4,70219,4/9/90,AP,CHLA,40.9,UG/L
CB6.4,70219,4/9/90,B ,CHLA,31.5,UG/L
CB6.4,70219,4/9/90,BP,CHLA,35.0,UG/L
CB6.4,70219,4/9/90,S ,CHLA,30.6,UG/L
CB6.4,70315,4/16/90,S ,CHLA,40.5,UG/L
CB6.4,70315,4/16/90,AP,CHLA,40.7,UG/L
CB6.4,53546,1/14/91,BP,CHLA,10.7,UG/L
CB6.4,94686,5/10/88,S ,CHLA,5.7,UG/L
CB6.4,94686,5/10/88,AP,CHLA,6.0,UG/L
CB6.4,94686,5/10/88,BP,CHLA,3.3,UG/L
CB6.4,94686,5/10/88,B ,CHLA,3.1,UG/L
CB6.4,95006,5/24/88,S ,CHLA,3.2,UG/L
CB6.4,95006,5/24/88,AP,CHLA,3.1,UG/L
CB6.4,95006,5/24/88,BP,CHLA,1.4,UG/L
CB6.4,95006,5/24/88,B ,CHLA,0.6,UG/L
CB6.4,95180,6/7/88,S ,CHLA,17.0,UG/L
CB6.4,95180,6/7/88,AP,CHLA,17.3,UG/L
CB6.4,95180,6/7/88,BP,CHLA,1.6,UG/L
CB6.4,95180,6/7/88,B ,CHLA,4.8,UG/L
CB6.4,95330,6/20/88,S ,CHLA,4.9,UG/L
CB6.4,95330,6/20/88,AP,CHLA,7.5,UG/L
CB6.4,95330,6/20/88,BP,CHLA,4.8,UG/L
CB6.4,95330,6/20/88,B ,CHLA,2.9,UG/L
CB6.4,95553,7/6/88,S ,CHLA,5.1,UG/L
CB6.4,95553,7/6/88,AP,CHLA,9.0,UG/L
CB6.4,88383,10/3/88,B ,CHLA,1.6,UG/L
CB6.4,88383,10/3/88,BP,CHLA,1.9,UG/L
CB6.4,88383,10/3/88,S ,CHLA,10.4,UG/L
CB6.4,88383,10/3/88,AP,CHLA,6.6,UG/L
CB6.4,88664,10/24/88,S ,CHLA,4.0,UG/L
CB6.4,88664,10/24/88,AP,CHLA,4.7,UG/L
CB6.4,88664,10/24/88,BP,CHLA,2.7,UG/L
CB6.4,88664,10/24/88,B ,CHLA,3.1,UG/L
CB6.4,88777,11/7/88,S ,CHLA,4.9,UG/L
CB6.4,88777,11/7/88,AP,CHLA,4.0,UG/L
CB6.4,88777,11/7/88,BP,CHLA,4.6,UG/L
CB6.4,88777,11/7/88,B ,CHLA,3.0,UG/L
CB6.4,89083,12/5/88,AP,CHLA,2.7,UG/L
CB6.4,89083,12/5/88,S ,CHLA,3.7,UG/L
CB6.4,89083,12/5/88,BP,CHLA,2.2,UG/L
CB6.4,89083,12/5/88,B ,CHLA,1.1,UG/L
CB6.4,89421,1/16/89,S ,CHLA,7.8,UG/L
CB6.4,89421,1/16/89,AP,CHLA,7.1,UG/L
CB6.4,89421,1/16/89,B ,CHLA,8.2,UG/L
CB6.4,89421,1/16/89,BP,CHLA,7.6,UG/L
CB6.4,89704,2/13/89,S ,CHLA,3.6,UG/L
CB6.4,89704,2/13/89,BP,CHLA,2.9,UG/L
CB6.4,89704,2/13/89,AP,CHLA,2.7,UG/L
CB6.4,89704,2/13/89,B ,CHLA,3.6,UG/L
CB6.4,90099,3/13/89,S ,CHLA,3.4,UG/L
CB6.4,90099,3/13/89,AP,CHLA,2.1,UG/L
CB6.4,90099,3/13/89,BP,CHLA,3.3,UG/L
CB6.4,90099,3/13/89,B ,CHLA,3.5,UG/L
CB6.4,90408,4/3/89,S ,CHLA,5.0,UG/L
CB6.4,90408,4/3/89,AP,CHLA,5.8,UG/L
CB6.4,90408,4/3/89,BP,CHLA,5.5,UG/L
CB6.4,90408,4/3/89,B ,CHLA,4.6,UG/L
CB6.4,70315,4/16/90,BP,CHLA,31.4,UG/L
CB6.4,70315,4/16/90,B ,CHLA,40.4,UG/L
CB6.4,70728,5/16/90,AP,CHLA,0.8,UG/L
CB6.4,70728,5/16/90,B ,CHLA,0.7,UG/L
CB6.4,70943,5/31/90,AP,CHLA,6.6,UG/L
CB6.4,70943,5/31/90,S ,CHLA,7.1,UG/L
CB6.4,70943,5/31/90,BP,CHLA,3.8,UG/L
CB6.4,70943,5/31/90,B ,CHLA,3.8,UG/L
CB6.4,71205,6/13/90,BP,CHLA,2.8,UG/L
CB6.4,71205,6/13/90,B ,CHLA,2.0,UG/L
CB6.4,71349,6/26/90,S ,CHLA,4.3,UG/L
CB6.4,71349,6/26/90,AP,CHLA,3.9,UG/L
CB6.4,71349,6/26/90,BP,CHLA,5.1,UG/L
CB6.4,71349,6/26/90,B ,CHLA,1.9,UG/L
CB6.4,71607,7/17/90,S ,CHLA,11.5,UG/L
CB6.4,71607,7/17/90,AP,CHLA,9.8,UG/L
CB6.4,71607,7/17/90,BP,CHLA,3.6,UG/L
CB6.4,71607,7/17/90,B ,CHLA,2.5,UG/L
CB6.4,71747,7/30/90,S ,CHLA,22.5,UG/L
CB6.4,71747,7/30/90,AP,CHLA,4.7,UG/L
CB6.4,71747,7/30/90,B ,CHLA,1.7,UG/L
CB6.4,71747,7/30/90,BP,CHLA,1.9,UG/L
CB6.4,101965,8/3/87,S ,CHLA,16.2,UG/L
CB6.4,101965,8/3/87,BP,CHLA,2.5,UG/L
CB6.4,101965,8/3/87,B ,CHLA,1.0,UG/L
CB6.4,102199,8/17/87,S ,CHLA,11.7,UG/L
CB6.4,102199,8/17/87,AP,CHLA,10.2,UG/L
CB6.4,102199,8/17/87,BP,CHLA,8.9,UG/L
CB6.4,102199,8/17/87,B ,CHLA,9.5,UG/L
CB6.4,102474,9/3/87,S ,CHLA,9.0,UG/L
CB6.4,102474,9/3/87,AP,CHLA,9.7,UG/L
CB6.4,102474,9/3/87,B ,CHLA,5.0,UG/L
CB6.4,102474,9/3/87,BP,CHLA,9.0,UG/L
CB6.4,102687,9/14/87,BP,CHLA,0.8,UG/L
CB6.4,102687,9/14/87,B ,CHLA,0.4,UG/L
CB6.4,102687,9/14/87,S ,CHLA,2.1,UG/L
CB6.4,102892,10/5/87,S ,CHLA,2.2,UG/L
CB6.4,102687,9/14/87,AP,CHLA,1.5,UG/L
CB6.4,102892,10/5/87,B ,CHLA,2.6,UG/L
CB6.4,107253,10/23/87,S ,CHLA,5.0,UG/L
CB6.4,107253,10/23/87,B ,CHLA,2.2,UG/L
CB6.4,107493,11/16/87,S ,CHLA,5.9,UG/L
CB6.4,107493,11/16/87,AP,CHLA,3.5,UG/L
CB6.4,107493,11/16/87,B ,CHLA,1.1,UG/L
CB6.4,107493,11/16/87,BP,CHLA,1.2,UG/L
CB6.4,107823,12/14/87,S ,CHLA,7.3,UG/L
CB6.4,107823,12/14/87,AP,CHLA,5.6,UG/L
CB6.4,107823,12/14/87,BP,CHLA,4.1,UG/L
CB6.4,107823,12/14/87,B ,CHLA,3.4,UG/L
CB6.4,108026,1/12/88,S ,CHLA,7.5,UG/L
CB6.4,108026,1/12/88,AP,CHLA,9.6,UG/L
CB6.4,108026,1/12/88,B ,CHLA,23.2,UG/L
CB6.4,108026,1/12/88,BP,CHLA,9.1,UG/L
CB6.4,108397,2/22/88,S ,CHLA,23.2,UG/L
CB6.4,108397,2/22/88,AP,CHLA,19.7,UG/L
CB6.4,108397,2/22/88,BP,CHLA,25.3,UG/L
CB6.4,108753,3/22/88,S ,CHLA,1.9,UG/L
CB6.4,108397,2/22/88,B ,CHLA,31.2,UG/L
CB6.4,108753,3/22/88,AP,CHLA,5.0,UG/L
CB6.4,108753,3/22/88,BP,CHLA,9.2,UG/L
CB6.4,108753,3/22/88,B ,CHLA,6.5,UG/L
CB6.4,108967,4/11/88,S ,CHLA,3.2,UG/L
CB6.4,108967,4/11/88,AP,CHLA,2.3,UG/L
CB6.4,108967,4/11/88,B ,CHLA,6.3,UG/L
CB6.4,95553,7/6/88,BP,CHLA,4.6,UG/L
CB6.4,95553,7/6/88,B ,CHLA,1.6,UG/L
CB6.4,95712,7/18/88,S ,CHLA,5.5,UG/L
CB6.4,95712,7/18/88,BP,CHLA,2.4,UG/L
CB6.4,95712,7/18/88,B ,CHLA,0.7,UG/L
CB6.4,96041,8/8/88,S ,CHLA,12.3,UG/L
CB6.4,96041,8/8/88,AP,CHLA,14.4,UG/L
CB6.4,96041,8/8/88,BP,CHLA,3.6,UG/L
CB6.4,96041,8/8/88,B ,CHLA,2.5,UG/L
CB6.4,96276,8/23/88,S ,CHLA,11.5,UG/L
CB6.4,96276,8/23/88,AP,CHLA,8.7,UG/L
CB6.4,96276,8/23/88,BP,CHLA,1.9,UG/L
CB6.4,96276,8/23/88,B ,CHLA,1.5,UG/L
CB6.4,96459,9/9/88,AP,CHLA,3.6,UG/L
CB6.4,96459,9/9/88,BP,CHLA,3.1,UG/L
CB6.4,96459,9/9/88,B ,CHLA,2.6,UG/L
CB6.4,96459,9/9/88,S ,CHLA,4.7,UG/L
CB6.4,96609,9/19/88,S ,CHLA,4.9,UG/L
CB6.4,96609,9/19/88,AP,CHLA,7.5,UG/L
CB6.4,96609,9/19/88,BP,CHLA,1.2,UG/L
CB6.4,126606,7/14/84,B ,CHLA,8.61,UG/L
CB6.4,126606,7/14/84,S ,CHLA,32.48,UG/L
CB6.4,126643,7/23/84,B ,CHLA,3.45,UG/L
CB6.4,126643,7/23/84,S ,CHLA,11.07,UG/L
CB6.4,126830,8/7/84,B ,CHLA,1.81,UG/L
CB6.4,126830,8/7/84,S ,CHLA,10.56,UG/L
CB6.4,126893,8/27/84,S ,CHLA,11.86,UG/L
CB6.4,126997,9/10/84,S ,CHLA,14.9,UG/L
CB6.4,126893,8/27/84,B ,CHLA,2.31,UG/L
CB6.4,126997,9/10/84,B ,CHLA,9.24,UG/L
CB6.4,127251,10/8/84,S ,CHLA,17.74,UG/L
CB6.4,127739,1/24/85,S ,CHLA,10.71,UG/L
CB6.4,127601,12/11/84,S ,CHLA,4.39,UG/L
CB6.4,127251,10/8/84,B ,CHLA,7.3,UG/L
CB6.4,127119,9/24/84,S ,CHLA,11.81,UG/L
CB6.4,127119,9/24/84,B ,CHLA,5.21,UG/L
CB6.4,127373,10/22/84,S ,CHLA,14.02,UG/L
CB6.4,127506,11/16/84,S ,CHLA,5.0,UG/L
CB6.4,127601,12/11/84,B ,CHLA,4.58,UG/L
CB6.4,127739,1/24/85,B ,CHLA,12.43,UG/L
CB6.4,127901,3/5/85,B ,CHLA,12.71,UG/L
CB6.4,127901,3/5/85,S ,CHLA,8.63,UG/L
CB6.4,127813,2/14/85,S ,CHLA,15.17,UG/L
CB6.4,127813,2/14/85,B ,CHLA,16.82,UG/L
CB6.4,127506,11/16/84,B ,CHLA,3.56,UG/L
CB6.4,127373,10/22/84,B ,CHLA,2.61,UG/L
CB6.4,120191,6/3/85,S ,CHLA,12.08,UG/L
CB6.4,120362,6/17/85,AP,CHLA,10.1,UG/L
CB6.4,120713,7/22/85,B ,CHLA,2.85,UG/L
CB6.4,120892,8/6/85,S ,CHLA,1.98,UG/L
CB6.4,121229,9/10/85,S ,CHLA,5.55,UG/L
CB6.4,121625,10/9/85,S ,CHLA,4.81,UG/L
CB6.4,121461,9/30/85,B ,CHLA,0.0,UG/L
CB6.4,121461,9/30/85,S ,CHLA,0.0,UG/L
CB6.4,121229,9/10/85,BP,CHLA,3.12,UG/L
CB6.4,121229,9/10/85,AP,CHLA,7.93,UG/L
CB6.4,121229,9/10/85,B ,CHLA,0.42,UG/L
CB6.4,121048,8/20/85,S ,CHLA,7.21,UG/L
CB6.4,121048,8/20/85,B ,CHLA,5.9,UG/L
CB6.4,120892,8/6/85,B ,CHLA,9.36,UG/L
CB6.4,120713,7/22/85,S ,CHLA,0.19,UG/L
CB6.4,120713,7/22/85,BP,CHLA,2.38,UG/L
CB6.4,120713,7/22/85,AP,CHLA,0.23,UG/L
CB6.4,120560,7/8/85,B ,CHLA,1.33,UG/L
CB6.4,120362,6/17/85,BP,CHLA,9.29,UG/L
CB6.4,120362,6/17/85,B ,CHLA,11.28,UG/L
CB6.4,120132,5/22/85,S ,CHLA,3.79,UG/L
CB6.4,120191,6/3/85,B ,CHLA,0.14,UG/L
CB6.4,120560,7/8/85,S ,CHLA,4.81,UG/L
CB6.4,120560,7/8/85,BP,CHLA,5.4,UG/L
CB6.4,120560,7/8/85,AP,CHLA,6.75,UG/L
CB6.4,120362,6/17/85,S ,CHLA,7.49,UG/L
CB6.4,120132,5/22/85,B ,CHLA,3.42,UG/L
CB6.4,119931,5/7/85,B ,CHLA,9.6,UG/L
CB6.4,119931,5/7/85,S ,CHLA,8.99,UG/L
CB6.4,119824,4/23/85,B ,CHLA,2.27,UG/L
CB6.4,119824,4/23/85,S ,CHLA,0.0,UG/L
CB6.4,128052,3/26/85,S ,CHLA,12.32,UG/L
CB6.4,128052,3/26/85,B ,CHLA,10.67,UG/L
CB6.4,113548,12/9/85,AP,CHLA,7.46,UG/L
CB6.4,113548,12/9/85,S ,CHLA,1.12,UG/L
CB6.4,113548,12/9/85,B ,CHLA,4.41,UG/L
CB6.4,113548,12/9/85,BP,CHLA,5.05,UG/L
CB6.4,121625,10/9/85,AP,CHLA,2.85,UG/L
CB6.4,121625,10/9/85,BP,CHLA,4.81,UG/L
CB6.4,121625,10/9/85,B ,CHLA,3.59,UG/L
CB6.4,128175,4/11/85,B ,CHLA,17.53,UG/L
CB6.4,128175,4/11/85,S ,CHLA,16.45,UG/L
CB6.4,121821,11/6/85,S ,CHLA,4.68,UG/L
CB6.4,121821,11/6/85,B ,CHLA,0.18,UG/L
CB6.4,121846,11/12/85,S ,CHLA,5.98,UG/L
CB6.4,121846,11/12/85,B ,CHLA,2.17,UG/L
CB6.4,82149,6/10/86,S ,CHLA,7.03,UG/L
CB6.4,82149,6/10/86,B ,CHLA,8.29,UG/L
CB6.4,82353,6/26/86,S ,CHLA,6.94,UG/L
CB6.4,82353,6/26/86,B ,CHLA,7.75,UG/L
CB6.4,82478,7/14/86,S ,CHLA,6.84,UG/L
CB6.4,82478,7/14/86,AP,CHLA,10.35,UG/L
CB6.4,82478,7/14/86,BP,CHLA,7.4,UG/L
CB6.4,82478,7/14/86,B ,CHLA,3.4,UG/L
CB6.4,82926,8/11/86,S ,CHLA,4.6,UG/L
CB6.4,82926,8/11/86,B ,CHLA,0.8,UG/L
CB6.4,83140,8/25/86,S ,CHLA,10.5,UG/L
CB6.4,83140,8/25/86,B ,CHLA,6.4,UG/L
CB6.4,83343,9/9/86,S ,CHLA,2.6,UG/L
CB6.4,83343,9/9/86,B ,CHLA,1.9,UG/L
CB6.4,83343,9/9/86,AP,CHLA,2.1,UG/L
CB6.4,83532,9/23/86,S ,CHLA,4.5,UG/L
CB6.4,83343,9/9/86,BP,CHLA,0.8,UG/L
CB6.4,83532,9/23/86,B ,CHLA,1.1,UG/L
CB6.4,83759,10/8/86,S ,CHLA,1.6,UG/L
CB6.4,83759,10/8/86,B ,CHLA,1.5,UG/L
CB6.4,84010,10/28/86,S ,CHLA,16.7,UG/L
CB6.4,84010,10/28/86,BP,CHLA,3.1,UG/L
CB6.4,84010,10/28/86,AP,CHLA,13.4,UG/L
CB6.4,84212,11/18/86,S ,CHLA,6.8,UG/L
CB6.4,84010,10/28/86,B ,CHLA,2.5,UG/L
CB6.4,84212,11/18/86,AP,CHLA,3.3,UG/L
CB6.4,84212,11/18/86,BP,CHLA,0.4,UG/L
CB6.4,76037,12/8/86,S ,CHLA,2.8,UG/L
CB6.4,84212,11/18/86,B ,CHLA,0.2,UG/L
CB6.4,76037,12/8/86,B ,CHLA,1.3,UG/L
CB6.4,76425,1/7/87,S ,CHLA,16.5,UG/L
CB6.4,76425,1/7/87,AP,CHLA,16.6,UG/L
CB6.4,76425,1/7/87,BP,CHLA,16.4,UG/L
CB6.4,76425,1/7/87,B ,CHLA,11.4,UG/L
CB6.4,76773,2/25/87,S ,CHLA,14.4,UG/L
CB6.4,76773,2/25/87,B ,CHLA,15.5,UG/L
CB6.4,77129,3/15/87,S ,CHLA,13.8,UG/L
CB6.4,77129,3/15/87,AP,CHLA,9.2,UG/L
CB6.4,77129,3/15/87,BP,CHLA,9.2,UG/L
CB6.4,77129,3/15/87,B ,CHLA,13.7,UG/L
CB6.4,77229,3/23/87,S ,CHLA,17.9,UG/L
CB6.4,77229,3/23/87,AP,CHLA,22.2,UG/L
CB6.4,77229,3/23/87,B ,CHLA,22.8,UG/L
CB6.4,77481,4/6/87,S ,CHLA,35.7,UG/L
CB6.4,77481,4/6/87,AP,CHLA,47.0,UG/L
CB6.4,77481,4/6/87,B ,CHLA,46.1,UG/L
CB6.4,77481,4/6/87,BP,CHLA,49.7,UG/L
CB6.4,77808,4/22/87,S ,CHLA,55.4,UG/L
CB6.4,77808,4/22/87,AP,CHLA,63.4,UG/L
CB6.4,77808,4/22/87,BP,CHLA,52.3,UG/L
CB6.4,78031,5/6/87,S ,CHLA,58.5,UG/L
CB6.4,78031,5/6/87,AP,CHLA,52.1,UG/L
CB6.4,77808,4/22/87,B ,CHLA,40.7,UG/L
CB6.4,78031,5/6/87,BP,CHLA,42.3,UG/L
CB6.4,78031,5/6/87,B ,CHLA,35.6,UG/L
CB6.4,113735,1/6/86,S ,CHLA,23.95,UG/L
CB6.4,114144,2/21/86,S ,CHLA,5.47,UG/L
CB6.4,113735,1/6/86,B ,CHLA,24.52,UG/L
CB6.4,114144,2/21/86,BP,CHLA,6.29,UG/L
CB6.4,114144,2/21/86,AP,CHLA,9.45,UG/L
CB6.4,114144,2/21/86,B ,CHLA,22.43,UG/L
CB6.4,114298,3/10/86,S ,CHLA,10.93,UG/L
CB6.4,114298,3/10/86,B ,CHLA,12.34,UG/L
CB6.4,114520,3/25/86,S ,CHLA,14.32,UG/L
CB6.4,114520,3/25/86,AP,CHLA,19.7,UG/L
CB6.4,114520,3/25/86,BP,CHLA,21.82,UG/L
CB6.4,114520,3/25/86,B ,CHLA,17.18,UG/L
CB6.4,114702,4/8/86,S ,CHLA,4.91,UG/L
CB6.4,114702,4/8/86,AP,CHLA,6.13,UG/L
CB6.4,114702,4/8/86,BP,CHLA,12.92,UG/L
CB6.4,114702,4/8/86,B ,CHLA,11.77,UG/L
CB6.4,114932,4/28/86,S ,CHLA,0.19,UG/L
CB6.4,114932,4/28/86,AP,CHLA,0.0,UG/L
CB6.4,114932,4/28/86,BP,CHLA,11.75,UG/L
CB6.4,114932,4/28/86,B ,CHLA,9.01,UG/L
CB6.4,115193,5/14/86,S ,CHLA,1.71,UG/L
CB6.4,115193,5/14/86,AP,CHLA,4.17,UG/L
CB6.4,115193,5/14/86,B ,CHLA,5.05,UG/L
CB6.4,115309,5/26/86,S ,CHLA,4.41,UG/L
CB6.4,115193,5/14/86,BP,CHLA,4.36,UG/L
CB6.4,115309,5/26/86,B ,CHLA,4.76,UG/L
CB6.4,100982,5/18/87,S ,CHLA,33.6,UG/L
CB6.4,100982,5/18/87,B ,CHLA,23.5,UG/L
CB6.4,101139,6/1/87,S ,CHLA,17.6,UG/L
CB6.4,101139,6/1/87,AP,CHLA,18.2,UG/L
CB6.4,100982,5/18/87,AP,CHLA,29.6,UG/L
CB6.4,101139,6/1/87,BP,CHLA,20.2,UG/L
CB6.4,101139,6/1/87,B ,CHLA,6.5,UG/L
CB6.4,101354,6/15/87,S ,CHLA,5.2,UG/L
CB6.4,101354,6/15/87,B ,CHLA,5.0,UG/L
CB6.4,101575,7/6/87,AP,CHLA,3.8,UG/L
CB6.4,101575,7/6/87,B ,CHLA,1.0,UG/L
CB6.4,101829,7/20/87,S ,CHLA,10.8,UG/L
CB6.4,101829,7/20/87,AP,CHLA,6.2,UG/L
CB6.4,101829,7/20/87,BP,CHLA,2.0,UG/L
CB6.4,101829,7/20/87,B ,CHLA,2.9,UG/L
CB6.4,51801,8/14/90,S ,CHLA,9.9,UG/L
CB6.4,51801,8/14/90,AP,CHLA,8.0,UG/L
CB6.4,51801,8/14/90,BP,CHLA,6.1,UG/L
CB6.4,51801,8/14/90,B ,CHLA,3.9,UG/L
CB6.4,51980,8/28/90,BP,CHLA,0.0,UG/L
CB6.4,51980,8/28/90,B ,CHLA,3.4,UG/L
CB6.4,51980,8/28/90,AP,CHLA,11.9,UG/L
CB6.4,51980,8/28/90,S ,CHLA,8.2,UG/L
CB6.4,52192,9/11/90,S ,CHLA,8.5,UG/L
CB6.4,52192,9/11/90,AP,CHLA,10.8,UG/L
CB6.4,52192,9/11/90,BP,CHLA,7.6,UG/L
CB6.4,52192,9/11/90,B ,CHLA,2.9,UG/L
CB6.4,52330,9/24/90,AP,CHLA,5.1,UG/L
CB6.4,52330,9/24/90,S ,CHLA,5.9,UG/L
CB6.4,52330,9/24/90,BP,CHLA,5.1,UG/L
CB6.4,52330,9/24/90,B ,CHLA,4.4,UG/L
CB6.4,52574,10/15/90,S ,CHLA,3.6,UG/L
CB6.4,52574,10/15/90,B ,CHLA,3.2,UG/L
CB6.4,52574,10/15/90,BP,CHLA,1.9,UG/L
CB6.4,53030,11/16/90,S ,CHLA,10.7,UG/L
CB6.4,53030,11/16/90,AP,CHLA,10.2,UG/L
CB6.4,53030,11/16/90,BP,CHLA,8.3,UG/L
CB6.4,53030,11/16/90,B ,CHLA,7.3,UG/L
CB6.4,53278,12/11/90,AP,CHLA,7.4,UG/L
CB6.4,53278,12/11/90,S ,CHLA,13.8,UG/L
CB6.4,53278,12/11/90,BP,CHLA,12.0,UG/L
CB6.4,53278,12/11/90,B ,CHLA,7.3,UG/L
CB6.4,53546,1/14/91,S ,CHLA,12.7,UG/L
CB6.4,53546,1/14/91,AP,CHLA,12.9,UG/L
CB6.4,53546,1/14/91,B ,CHLA,11.5,UG/L
CB6.4,63637,4/17/89,S ,CHLA,3.4,UG/L
CB6.4,63637,4/17/89,AP,CHLA,4.3,UG/L
CB6.4,63637,4/17/89,B ,CHLA,5.7,UG/L
CB6.4,63637,4/17/89,BP,CHLA,5.2,UG/L
CB6.4,63960,5/3/89,AP,CHLA,3.7,UG/L
CB6.4,63960,5/3/89,S ,CHLA,3.6,UG/L
CB6.4,63960,5/3/89,BP,CHLA,3.7,UG/L
CB6.4,63960,5/3/89,B ,CHLA,3.6,UG/L
CB6.4,64344,5/18/89,S ,CHLA,3.1,UG/L
CB6.4,64344,5/18/89,AP,CHLA,5.1,UG/L
CB6.4,96609,9/19/88,B ,CHLA,1.8,UG/L
CB6.4,99,8/19/94,AP,CHLA,9.6,UG/L
CB6.4,99,8/19/94,BP,CHLA,4.8,UG/L
CB6.4,99,8/19/94,B ,CHLA,3.6,UG/L
CB6.4,191,8/29/94,S ,CHLA,6.9,UG/L
CB6.4,191,8/29/94,AP,CHLA,5.9,UG/L
CB6.4,191,8/29/94,BP,CHLA,1.9,UG/L
CB6.4,191,8/29/94,B ,CHLA,1.5,UG/L
CB6.4,390,9/12/94,S ,CHLA,6.5,UG/L
CB6.4,390,9/12/94,AP,CHLA,5.7,UG/L
CB6.4,390,9/12/94,BP,CHLA,3.3,UG/L
CB6.4,390,9/12/94,B ,CHLA,2.4,UG/L
CB6.4,592,9/26/94,S ,CHLA,4.6,UG/L
CB6.4,592,9/26/94,AP,CHLA,5.4,UG/L
CB6.4,592,9/26/94,B ,CHLA,0.8,UG/L
CB6.4,592,9/26/94,BP,CHLA,0.6,UG/L
CB6.4,854,10/18/94,S ,CHLA,7.3,UG/L
CB6.4,854,10/18/94,AP,CHLA,5.1,UG/L
CB6.4,854,10/18/94,BP,CHLA,4.7,UG/L
CB6.4,854,10/18/94,B ,CHLA,5.3,UG/L
CB6.4,1173,11/14/94,S ,CHLA,4.1,UG/L
CB6.4,1173,11/14/94,AP,CHLA,1.6,UG/L
CB6.4,1173,11/14/94,B ,CHLA,0.7,UG/L
CB6.4,1173,11/14/94,BP,CHLA,0.7,UG/L
CB6.4,1693,12/20/94,S ,CHLA,2.2,UG/L
CB6.4,1693,12/20/94,AP,CHLA,1.6,UG/L
CB6.4,1693,12/20/94,BP,CHLA,2.2,UG/L
CB6.4,1693,12/20/94,B ,CHLA,2.6,UG/L
CB6.4,1787,1/9/95,AP,CHLA,4.6,UG/L
