MonitoringStation,EventId,SampleDate,Layer,Parameter,MeasureValue,Unit
CB5.1,117206,10/14/97,M ,DO,8.3,MG/L
CB5.1,117206,10/14/97,S ,DO,8.4,MG/L
CB5.1,116841,9/8/97,B ,DO,1.0,MG/L
CB5.1,116841,9/8/97,M ,DO,1.2,MG/L
CB5.1,116841,9/8/97,M ,DO,1.0,MG/L
CB5.1,116841,9/8/97,M ,DO,1.0,MG/L
CB5.1,116841,9/8/97,M ,DO,1.0,MG/L
CB5.1,116841,9/8/97,BP,DO,1.3,MG/L
CB5.1,116841,9/8/97,M ,DO,1.8,MG/L
CB5.1,116841,9/8/97,M ,DO,1.5,MG/L
CB5.1,116841,9/8/97,M ,DO,3.7,MG/L
CB5.1,116841,9/8/97,M ,DO,3.3,MG/L
CB5.1,116841,9/8/97,M ,DO,3.0,MG/L
CB5.1,116841,9/8/97,M ,DO,2.9,MG/L
CB5.1,116841,9/8/97,AP,DO,6.5,MG/L
CB5.1,116841,9/8/97,M ,DO,6.7,MG/L
CB5.1,116841,9/8/97,M ,DO,6.0,MG/L
