MonitoringStation,EventId,SampleDate,Layer,Parameter,MeasureValue,Unit
CB3.2,78601,2/15/01,AP,SALINITY,7.56,PPT
CB3.2,78601,2/15/01,M ,SALINITY,7.62,PPT
CB3.2,78255,1/11/01,M ,SALINITY,15.61,PPT
CB3.2,78601,2/15/01,S ,SALINITY,7.56,PPT
CB3.2,78601,2/15/01,M ,SALINITY,16.22,PPT
CB3.2,78601,2/15/01,M ,SALINITY,16.02,PPT
CB3.2,78601,2/15/01,M ,SALINITY,14.73,PPT
CB3.2,78601,2/15/01,M ,SALINITY,13.19,PPT
CB3.2,78601,2/15/01,M ,SALINITY,11.08,PPT
CB3.2,78601,2/15/01,M ,SALINITY,9.33,PPT
CB3.2,78601,2/15/01,BP,SALINITY,14.06,PPT
CB3.2,78601,2/15/01,M ,SALINITY,17.45,PPT
CB3.2,78601,2/15/01,M ,SALINITY,16.97,PPT
CB3.2,78601,2/15/01,B ,SALINITY,17.29,PPT
