MonitoringStation,EventId,SampleDate,Layer,Parameter,MeasureValue,Unit
CB3.2,126589,7/12/84,B ,CHLA,4.0,UG/L
CB3.2,126589,7/12/84,S ,CHLA,2.7,UG/L
CB3.2,126589,7/12/84,BP,CHLA,1.3,UG/L
CB3.2,126707,7/25/84,AP,CHLA,5.3,UG/L
CB3.2,126707,7/25/84,B ,CHLA,5.3,UG/L
CB3.2,126707,7/25/84,S ,CHLA,5.3,UG/L
CB3.2,126820,8/7/84,AP,CHLA,6.7,UG/L
CB3.2,126820,8/7/84,BP,CHLA,12.0,UG/L
CB3.2,126931,8/30/84,B ,CHLA,5.3,UG/L
CB3.2,126931,8/30/84,B ,CHLA,5.3,UG/L
CB3.2,127400,10/24/84,S ,CHLA,6.0,UG/L
CB3.2,127162,9/26/84,S ,CHLA,4.0,UG/L
CB3.2,127033,9/12/84,BP,CHLA,2.7,UG/L
CB3.2,126820,8/7/84,B ,CHLA,9.3,UG/L
CB3.2,127033,9/12/84,B ,CHLA,4.7,UG/L
CB3.2,127162,9/26/84,AP,CHLA,6.0,UG/L
CB3.2,127292,10/10/84,B ,CHLA,5.3,UG/L
CB3.2,127292,10/10/84,AP,CHLA,19.4,UG/L
CB3.2,127292,10/10/84,S ,CHLA,26.0,UG/L
CB3.2,127292,10/10/84,BP,CHLA,11.3,UG/L
CB3.2,127162,9/26/84,BP,CHLA,5.3,UG/L
CB3.2,127033,9/12/84,S ,CHLA,7.3,UG/L
CB3.2,127162,9/26/84,B ,CHLA,4.7,UG/L
CB3.2,127033,9/12/84,AP,CHLA,13.4,UG/L
CB3.2,126931,8/30/84,S ,CHLA,6.0,UG/L
CB3.2,126931,8/30/84,AP,CHLA,6.7,UG/L
CB3.2,126931,8/30/84,BP,CHLA,6.0,UG/L
CB3.2,126820,8/7/84,S ,CHLA,17.4,UG/L
CB3.2,127456,11/7/84,S ,CHLA,8.0,UG/L
CB3.2,127807,2/13/85,S ,CHLA,18.0,UG/L
CB3.2,128139,4/10/85,BP,CHLA,19.6,UG/L
CB3.2,128017,3/21/85,S ,CHLA,3.3,UG/L
CB3.2,128139,4/10/85,B ,CHLA,37.4,UG/L
CB3.2,128017,3/21/85,AP,CHLA,3.3,UG/L
CB3.2,127807,2/13/85,AP,CHLA,15.4,UG/L
CB3.2,127456,11/7/84,AP,CHLA,7.1,UG/L
CB3.2,127400,10/24/84,AP,CHLA,5.3,UG/L
CB3.2,127400,10/24/84,BP,CHLA,6.7,UG/L
CB3.2,127456,11/7/84,BP,CHLA,3.6,UG/L
CB3.2,127627,12/12/84,S ,CHLA,14.7,UG/L
CB3.2,127627,12/12/84,AP,CHLA,4.0,UG/L
CB3.2,127807,2/13/85,BP,CHLA,14.7,UG/L
CB3.2,127807,2/13/85,BP,CHLA,16.0,UG/L
CB3.2,128017,3/21/85,BP,CHLA,2.7,UG/L
CB3.2,128139,4/10/85,S ,CHLA,8.0,UG/L
CB3.2,128139,4/10/85,AP,CHLA,9.8,UG/L
CB3.2,128017,3/21/85,B ,CHLA,1.0,UG/L
CB3.2,127807,2/13/85,B ,CHLA,17.4,UG/L
CB3.2,127627,12/12/84,B ,CHLA,4.0,UG/L
CB3.2,127627,12/12/84,BP,CHLA,6.7,UG/L
CB3.2,127456,11/7/84,B ,CHLA,4.5,UG/L
CB3.2,127400,10/24/84,B ,CHLA,8.0,UG/L
CB3.2,113618,12/11/85,S ,CHLA,1.5,UG/L
CB3.2,113618,12/11/85,BP,CHLA,2.0,UG/L
CB3.2,113618,12/11/85,B ,CHLA,1.7,UG/L
CB3.2,113771,1/8/86,S ,CHLA,1.9,UG/L
CB3.2,113771,1/8/86,AP,CHLA,4.7,UG/L
CB3.2,113771,1/8/86,B ,CHLA,5.1,UG/L
CB3.2,113771,1/8/86,BP,CHLA,4.7,UG/L
CB3.2,114026,2/14/86,AP,CHLA,4.2,UG/L
CB3.2,120237,6/5/85,AP,CHLA,2.6,UG/L
CB3.2,120424,6/19/85,AP,CHLA,6.1,UG/L
CB3.2,120930,8/8/85,AP,CHLA,11.8,UG/L
CB3.2,121066,8/21/85,S ,CHLA,4.8,UG/L
CB3.2,121240,9/11/85,BP,CHLA,1.9,UG/L
CB3.2,121348,9/25/85,S ,CHLA,3.0,UG/L
CB3.2,121348,9/25/85,AP,CHLA,3.1,UG/L
CB3.2,121611,10/9/85,B ,CHLA,1.9,UG/L
CB3.2,121611,10/9/85,S ,CHLA,7.8,UG/L
CB3.2,121611,10/9/85,AP,CHLA,9.2,UG/L
CB3.2,121348,9/25/85,BP,CHLA,2.2,UG/L
CB3.2,121240,9/11/85,S ,CHLA,6.9,UG/L
CB3.2,121348,9/25/85,B ,CHLA,2.2,UG/L
CB3.2,121240,9/11/85,AP,CHLA,7.5,UG/L
CB3.2,121240,9/11/85,B ,CHLA,1.0,UG/L
CB3.2,121066,8/21/85,AP,CHLA,6.5,UG/L
CB3.2,121066,8/21/85,BP,CHLA,6.0,UG/L
CB3.2,120930,8/8/85,S ,CHLA,14.2,UG/L
CB3.2,121066,8/21/85,B ,CHLA,5.8,UG/L
CB3.2,120930,8/8/85,B ,CHLA,13.9,UG/L
CB3.2,120930,8/8/85,BP,CHLA,15.8,UG/L
CB3.2,120753,7/24/85,S ,CHLA,1.0,UG/L
CB3.2,120753,7/24/85,AP,CHLA,2.8,UG/L
CB3.2,120753,7/24/85,BP,CHLA,3.2,UG/L
CB3.2,120753,7/24/85,B ,CHLA,48.5,UG/L
CB3.2,120628,7/10/85,AP,CHLA,1.0,UG/L
CB3.2,120628,7/10/85,BP,CHLA,14.8,UG/L
CB3.2,120628,7/10/85,B ,CHLA,14.4,UG/L
CB3.2,120424,6/19/85,B ,CHLA,5.3,UG/L
CB3.2,120237,6/5/85,BP,CHLA,3.2,UG/L
CB3.2,120237,6/5/85,B ,CHLA,1.9,UG/L
CB3.2,120424,6/19/85,S ,CHLA,1.0,UG/L
CB3.2,120237,6/5/85,S ,CHLA,2.2,UG/L
CB3.2,121725,10/23/85,AP,CHLA,7.9,UG/L
CB3.2,121725,10/23/85,S ,CHLA,2.8,UG/L
CB3.2,121725,10/23/85,BP,CHLA,5.1,UG/L
CB3.2,121725,10/23/85,B ,CHLA,2.8,UG/L
CB3.2,121879,11/14/85,S ,CHLA,6.6,UG/L
CB3.2,121879,11/14/85,AP,CHLA,6.2,UG/L
CB3.2,121879,11/14/85,BP,CHLA,6.6,UG/L
CB3.2,121879,11/14/85,B ,CHLA,8.1,UG/L
CB3.2,114026,2/14/86,S ,CHLA,4.7,UG/L
CB3.2,114026,2/14/86,BP,CHLA,14.5,UG/L
CB3.2,114026,2/14/86,B ,CHLA,21.2,UG/L
CB3.2,76118,12/10/86,S ,CHLA,2.1,UG/L
CB3.2,76118,12/10/86,AP,CHLA,3.4,UG/L
CB3.2,76118,12/10/86,BP,CHLA,1.6,UG/L
CB3.2,76118,12/10/86,B ,CHLA,1.2,UG/L
CB3.2,76400,1/7/87,S ,CHLA,4.3,UG/L
CB3.2,76400,1/7/87,AP,CHLA,5.3,UG/L
CB3.2,76400,1/7/87,BP,CHLA,3.1,UG/L
CB3.2,76400,1/7/87,B ,CHLA,2.7,UG/L
CB3.2,76782,2/26/87,S ,CHLA,27.9,UG/L
CB3.2,76782,2/26/87,AP,CHLA,24.8,UG/L
CB3.2,76782,2/26/87,BP,CHLA,22.0,UG/L
CB3.2,76782,2/26/87,B ,CHLA,24.2,UG/L
CB3.2,77109,3/11/87,S ,CHLA,45.9,UG/L
CB3.2,77109,3/11/87,AP,CHLA,27.7,UG/L
CB3.2,77109,3/11/87,BP,CHLA,26.2,UG/L
CB3.2,77109,3/11/87,B ,CHLA,22.4,UG/L
CB3.2,82154,6/11/86,B ,CHLA,7.4,UG/L
CB3.2,82154,6/11/86,S ,CHLA,4.1,UG/L
CB3.2,82154,6/11/86,BP,CHLA,7.5,UG/L
CB3.2,82154,6/11/86,AP,CHLA,4.9,UG/L
CB3.2,82333,6/25/86,S ,CHLA,5.2,UG/L
CB3.2,82333,6/25/86,AP,CHLA,7.2,UG/L
CB3.2,82333,6/25/86,BP,CHLA,9.7,UG/L
CB3.2,82333,6/25/86,B ,CHLA,12.2,UG/L
CB3.2,82576,7/17/86,S ,CHLA,11.2,UG/L
CB3.2,82576,7/17/86,AP,CHLA,14.2,UG/L
CB3.2,82576,7/17/86,BP,CHLA,2.1,UG/L
CB3.2,82576,7/17/86,B ,CHLA,1.6,UG/L
CB3.2,82766,7/30/86,BP,CHLA,5.7,UG/L
CB3.2,82766,7/30/86,B ,CHLA,3.4,UG/L
CB3.2,82766,7/30/86,AP,CHLA,10.9,UG/L
CB3.2,82999,8/13/86,S ,CHLA,5.2,UG/L
CB3.2,82766,7/30/86,S ,CHLA,10.6,UG/L
CB3.2,82999,8/13/86,AP,CHLA,6.6,UG/L
CB3.2,82999,8/13/86,BP,CHLA,8.1,UG/L
CB3.2,82999,8/13/86,B ,CHLA,5.6,UG/L
CB3.2,83190,8/27/86,AP,CHLA,12.3,UG/L
CB3.2,83190,8/27/86,S ,CHLA,7.9,UG/L
CB3.2,83190,8/27/86,BP,CHLA,3.7,UG/L
CB3.2,83190,8/27/86,B ,CHLA,2.0,UG/L
CB3.2,83369,9/10/86,S ,CHLA,7.6,UG/L
CB3.2,83369,9/10/86,AP,CHLA,6.3,UG/L
CB3.2,83369,9/10/86,BP,CHLA,9.4,UG/L
CB3.2,83369,9/10/86,B ,CHLA,4.2,UG/L
CB3.2,83554,9/24/86,S ,CHLA,6.2,UG/L
CB3.2,83554,9/24/86,AP,CHLA,5.4,UG/L
CB3.2,83554,9/24/86,BP,CHLA,5.6,UG/L
CB3.2,83554,9/24/86,B ,CHLA,6.3,UG/L
CB3.2,83663,10/6/86,S ,CHLA,8.6,UG/L
CB3.2,83663,10/6/86,BP,CHLA,7.1,UG/L
CB3.2,83663,10/6/86,AP,CHLA,7.8,UG/L
CB3.2,83663,10/6/86,B ,CHLA,8.6,UG/L
CB3.2,84024,10/29/86,S ,CHLA,8.2,UG/L
CB3.2,84024,10/29/86,AP,CHLA,5.0,UG/L
CB3.2,84024,10/29/86,BP,CHLA,2.2,UG/L
CB3.2,84024,10/29/86,B ,CHLA,2.0,UG/L
CB3.2,84252,11/19/86,S ,CHLA,3.1,UG/L
CB3.2,84252,11/19/86,AP,CHLA,3.3,UG/L
CB3.2,84252,11/19/86,BP,CHLA,3.7,UG/L
CB3.2,84252,11/19/86,B ,CHLA,2.3,UG/L
CB3.2,77274,3/26/87,S ,CHLA,14.8,UG/L
CB3.2,77274,3/26/87,AP,CHLA,14.2,UG/L
CB3.2,77274,3/26/87,BP,CHLA,35.0,UG/L
CB3.2,77274,3/26/87,B ,CHLA,34.6,UG/L
CB3.2,77596,4/8/87,AP,CHLA,2.8,UG/L
CB3.2,77596,4/8/87,S ,CHLA,3.6,UG/L
CB3.2,77596,4/8/87,BP,CHLA,7.0,UG/L
CB3.2,77596,4/8/87,B ,CHLA,7.5,UG/L
CB3.2,77789,4/22/87,AP,CHLA,2.4,UG/L
CB3.2,77789,4/22/87,S ,CHLA,2.0,UG/L
CB3.2,77789,4/22/87,BP,CHLA,1.3,UG/L
CB3.2,77789,4/22/87,B ,CHLA,4.8,UG/L
CB3.2,77956,5/5/87,S ,CHLA,7.0,UG/L
CB3.2,77956,5/5/87,AP,CHLA,10.6,UG/L
CB3.2,77956,5/5/87,BP,CHLA,36.0,UG/L
CB3.2,77956,5/5/87,B ,CHLA,18.2,UG/L
CB3.2,101037,5/20/87,S ,CHLA,9.3,UG/L
CB3.2,101037,5/20/87,AP,CHLA,29.9,UG/L
CB3.2,101037,5/20/87,BP,CHLA,20.9,UG/L
CB3.2,101037,5/20/87,B ,CHLA,32.4,UG/L
CB3.2,101239,6/3/87,S ,CHLA,8.3,UG/L
CB3.2,101239,6/3/87,AP,CHLA,7.9,UG/L
CB3.2,101239,6/3/87,BP,CHLA,6.4,UG/L
CB3.2,101239,6/3/87,B ,CHLA,4.0,UG/L
CB3.2,114359,3/12/86,S ,CHLA,9.2,UG/L
CB3.2,114359,3/12/86,AP,CHLA,11.0,UG/L
CB3.2,114359,3/12/86,BP,CHLA,12.0,UG/L
CB3.2,114359,3/12/86,B ,CHLA,11.7,UG/L
CB3.2,114544,3/26/86,S ,CHLA,2.2,UG/L
CB3.2,114544,3/26/86,BP,CHLA,4.5,UG/L
CB3.2,114544,3/26/86,AP,CHLA,2.5,UG/L
CB3.2,114544,3/26/86,B ,CHLA,10.0,UG/L
CB3.2,114730,4/9/86,S ,CHLA,5.2,UG/L
CB3.2,114730,4/9/86,AP,CHLA,5.6,UG/L
CB3.2,125799,9/19/07,B ,CHLA,2.99,UG/L
CB3.2,130478,3/21/08,S ,CHLA,3.738,UG/L
CB3.2,130478,3/21/08,AP,CHLA,2.99,UG/L
CB3.2,130478,3/21/08,BP,CHLA,8.224,UG/L
CB3.2,130478,3/21/08,B ,CHLA,7.476,UG/L
CB3.2,130977,4/16/08,S ,CHLA,3.489,UG/L
CB3.2,130977,4/16/08,AP,CHLA,3.489,UG/L
CB3.2,130977,4/16/08,BP,CHLA,8.473,UG/L
CB3.2,130977,4/16/08,B ,CHLA,3.489,UG/L
CB3.2,131386,4/30/08,S ,CHLA,5.233,UG/L
CB3.2,131386,4/30/08,AP,CHLA,8.597,UG/L
CB3.2,131386,4/30/08,BP,CHLA,20.933,UG/L
CB3.2,131386,4/30/08,B ,CHLA,4.486,UG/L
CB3.2,131762,5/16/08,S ,CHLA,22.129,UG/L
CB3.2,131762,5/16/08,AP,CHLA,11.064,UG/L
CB3.2,131762,5/16/08,BP,CHLA,3.888,UG/L
CB3.2,131762,5/16/08,B ,CHLA,4.187,UG/L
CB3.2,131992,5/29/08,S ,CHLA,14.018,UG/L
CB3.2,131992,5/29/08,AP,CHLA,16.073,UG/L
CB3.2,131992,5/29/08,BP,CHLA,,UG/L
CB3.2,131992,5/29/08,B ,CHLA,9.868,UG/L
CB3.2,393069,9/16/15,AP,CHLA,7.209,UG/L
CB3.2,393069,9/16/15,B ,CHLA,1.602,UG/L
CB3.2,393069,9/16/15,BP,CHLA,1.335,UG/L
CB3.2,393069,9/16/15,S ,CHLA,6.675,UG/L
CB3.2,393094,10/7/15,AP,CHLA,5.767,UG/L
CB3.2,393094,10/7/15,B ,CHLA,1.282,UG/L
CB3.2,393094,10/7/15,S ,CHLA,5.767,UG/L
CB3.2,393095,10/21/15,AP,CHLA,5.798,UG/L
CB3.2,393095,10/21/15,B ,CHLA,1.373,UG/L
CB3.2,393095,10/21/15,BP,CHLA,1.526,UG/L
CB3.2,393095,10/21/15,S ,CHLA,7.171,UG/L
CB3.2,396643,8/14/13,AP,CHLA,8.971,UG/L
CB3.2,396643,8/14/13,B ,CHLA,4.272,UG/L
CB3.2,396643,8/14/13,BP,CHLA,4.628,UG/L
CB3.2,396643,8/14/13,S ,CHLA,9.612,UG/L
CB3.2,396683,9/18/13,AP,CHLA,3.845,UG/L
CB3.2,396683,9/18/13,B ,CHLA,2.35,UG/L
CB3.2,396683,9/18/13,S ,CHLA,11.534,UG/L
CB3.2,396683,9/18/13,BP,CHLA,1.495,UG/L
CB3.2,396705,10/15/13,B ,CHLA,1.922,UG/L
CB3.2,396705,10/15/13,BP,CHLA,6.835,UG/L
CB3.2,396705,10/15/13,AP,CHLA,3.418,UG/L
CB3.2,396705,10/15/13,S ,CHLA,2.777,UG/L
CB3.2,396727,11/21/13,AP,CHLA,22.784,UG/L
CB3.2,396727,11/21/13,BP,CHLA,8.544,UG/L
CB3.2,396727,11/21/13,S ,CHLA,24.208,UG/L
CB3.2,396727,11/21/13,B ,CHLA,9.078,UG/L
CB3.2,396739,3/20/14,AP,CHLA,63.368,UG/L
CB3.2,396739,3/20/14,S ,CHLA,66.928,UG/L
CB3.2,396739,3/20/14,B ,CHLA,176.22,UG/L
CB3.2,396739,3/20/14,BP,CHLA,62.3,UG/L
CB3.2,396751,5/14/14,AP,CHLA,19.224,UG/L
CB3.2,396751,5/14/14,B ,CHLA,7.832,UG/L
CB3.2,396751,5/14/14,BP,CHLA,7.12,UG/L
CB3.2,396751,5/14/14,S ,CHLA,35.6,UG/L
CB3.2,396777,6/4/14,AP,CHLA,10.413,UG/L
CB3.2,396777,6/4/14,BP,CHLA,9.612,UG/L
CB3.2,396777,6/4/14,B ,CHLA,3.204,UG/L
CB3.2,396777,6/4/14,S ,CHLA,26.166,UG/L
CB3.2,396821,7/9/14,B ,CHLA,11.214,UG/L
CB3.2,396821,7/9/14,AP,CHLA,16.554,UG/L
CB3.2,396821,7/9/14,BP,CHLA,12.282,UG/L
CB3.2,396821,7/9/14,S ,CHLA,76.896,UG/L
CB3.2,396861,11/20/14,AP,CHLA,6.942,UG/L
CB3.2,396861,11/20/14,B ,CHLA,7.209,UG/L
CB3.2,396861,11/20/14,S ,CHLA,7.476,UG/L
CB3.2,396861,11/20/14,BP,CHLA,7.209,UG/L
CB3.2,396875,12/17/14,AP,CHLA,22.581,UG/L
CB3.2,396875,12/17/14,BP,CHLA,6.103,UG/L
CB3.2,396875,12/17/14,B ,CHLA,5.95,UG/L
CB3.2,396875,12/17/14,S ,CHLA,107.868,UG/L
CB3.2,396889,1/15/15,B ,CHLA,5.34,UG/L
CB3.2,396889,1/15/15,AP,CHLA,6.622,UG/L
CB3.2,396889,1/15/15,BP,CHLA,5.767,UG/L
CB3.2,396889,1/15/15,S ,CHLA,2.563,UG/L
CB3.2,396903,2/12/15,B ,CHLA,24.991,UG/L
CB3.2,396903,2/12/15,AP,CHLA,26.059,UG/L
CB3.2,396903,2/12/15,BP,CHLA,22.001,UG/L
CB3.2,396903,2/12/15,S ,CHLA,29.904,UG/L
CB3.2,396917,3/18/15,B ,CHLA,48.06,UG/L
CB3.2,396917,3/18/15,BP,CHLA,64.436,UG/L
CB3.2,396917,3/18/15,AP,CHLA,44.5,UG/L
CB3.2,396917,3/18/15,S ,CHLA,37.736,UG/L
CB3.2,396933,4/8/15,AP,CHLA,22.962,UG/L
CB3.2,396933,4/8/15,BP,CHLA,113.92,UG/L
CB3.2,396933,4/8/15,S ,CHLA,20.826,UG/L
CB3.2,396933,4/8/15,B ,CHLA,108.224,UG/L
CB3.2,396955,5/7/15,AP,CHLA,14.596,UG/L
CB3.2,396955,5/7/15,B ,CHLA,5.874,UG/L
CB3.2,396955,5/7/15,BP,CHLA,8.544,UG/L
CB3.2,396955,5/7/15,S ,CHLA,15.308,UG/L
CB3.2,396981,6/3/15,BP,CHLA,7.209,UG/L
CB3.2,396981,6/3/15,B ,CHLA,8.01,UG/L
CB3.2,396981,6/3/15,AP,CHLA,7.743,UG/L
CB3.2,396981,6/3/15,S ,CHLA,9.612,UG/L
CB3.2,396982,6/24/15,AP,CHLA,8.971,UG/L
CB3.2,396982,6/24/15,B ,CHLA,3.631,UG/L
CB3.2,396982,6/24/15,S ,CHLA,9.612,UG/L
CB3.2,396982,6/24/15,BP,CHLA,10.253,UG/L
CB3.2,397021,7/8/15,AP,CHLA,5.34,UG/L
CB3.2,397021,7/8/15,S ,CHLA,4.984,UG/L
CB3.2,397021,7/8/15,B ,CHLA,2.937,UG/L
CB3.2,397021,7/8/15,BP,CHLA,7.209,UG/L
CB3.2,397065,8/5/15,AP,CHLA,23.069,UG/L
CB3.2,397065,8/5/15,S ,CHLA,23.496,UG/L
CB3.2,397065,8/5/15,BP,CHLA,3.418,UG/L
CB3.2,397065,8/5/15,B ,CHLA,2.563,UG/L
CB3.2,397066,8/26/15,AP,CHLA,3.631,UG/L
CB3.2,397066,8/26/15,B ,CHLA,1.068,UG/L
CB3.2,397066,8/26/15,BP,CHLA,1.282,UG/L
CB3.2,397066,8/26/15,S ,CHLA,40.37,UG/L
CB3.2,397105,12/11/13,AP,CHLA,9.078,UG/L
CB3.2,397105,12/11/13,B ,CHLA,9.345,UG/L
CB3.2,397105,12/11/13,BP,CHLA,6.675,UG/L
CB3.2,397105,12/11/13,S ,CHLA,8.01,UG/L
CB3.2,397119,2/20/14,AP,CHLA,77.163,UG/L
CB3.2,397119,2/20/14,B ,CHLA,84.372,UG/L
CB3.2,397119,2/20/14,BP,CHLA,87.042,UG/L
CB3.2,397119,2/20/14,S ,CHLA,4.539,UG/L
CB3.2,397131,5/1/14,B ,CHLA,3.738,UG/L
CB3.2,397131,5/1/14,AP,CHLA,9.078,UG/L
CB3.2,397131,5/1/14,S ,CHLA,4.272,UG/L
CB3.2,397131,5/1/14,BP,CHLA,3.738,UG/L
CB3.2,397149,8/6/14,AP,CHLA,15.593,UG/L
CB3.2,397149,8/6/14,BP,CHLA,4.272,UG/L
CB3.2,397149,8/6/14,B ,CHLA,1.922,UG/L
CB3.2,397149,8/6/14,S ,CHLA,21.36,UG/L
CB3.2,397150,8/27/14,AP,CHLA,8.971,UG/L
CB3.2,397150,8/27/14,B ,CHLA,1.495,UG/L
CB3.2,397150,8/27/14,BP,CHLA,1.709,UG/L
CB3.2,397150,8/27/14,S ,CHLA,19.438,UG/L
CB3.2,397189,9/17/14,AP,CHLA,5.126,UG/L
CB3.2,397189,9/17/14,B ,CHLA,3.418,UG/L
CB3.2,397189,9/17/14,BP,CHLA,3.845,UG/L
CB3.2,397189,9/17/14,S ,CHLA,5.981,UG/L
CB3.2,397211,10/22/14,AP,CHLA,4.913,UG/L
CB3.2,397211,10/22/14,B ,CHLA,7.903,UG/L
CB3.2,397211,10/22/14,BP,CHLA,7.903,UG/L
CB3.2,397211,10/22/14,S ,CHLA,3.845,UG/L
CB3.2,404177,11/18/15,AP,CHLA,7.69,UG/L
CB3.2,404177,11/18/15,B ,CHLA,2.848,UG/L
CB3.2,404177,11/18/15,BP,CHLA,2.777,UG/L
CB3.2,404177,11/18/15,S ,CHLA,14.738,UG/L
CB3.2,414537,12/16/15,AP,CHLA,21.207,UG/L
CB3.2,414537,12/16/15,B ,CHLA,6.835,UG/L
CB3.2,414537,12/16/15,BP,CHLA,9.307,UG/L
CB3.2,414537,12/16/15,S ,CHLA,17.851,UG/L
CB3.2,416754,1/28/16,AP,CHLA,,UG/L
CB3.2,416754,1/28/16,B ,CHLA,2.67,UG/L
CB3.2,416754,1/28/16,BP,CHLA,2.492,UG/L
CB3.2,416754,1/28/16,S ,CHLA,1.282,UG/L
CB3.2,419826,3/16/16,AP,CHLA,19.224,UG/L
CB3.2,419826,3/16/16,B ,CHLA,34.176,UG/L
CB3.2,419826,3/16/16,BP,CHLA,36.312,UG/L
CB3.2,419826,3/16/16,S ,CHLA,26.967,UG/L
CB3.2,419848,4/13/16,B ,CHLA,2.67,UG/L
CB3.2,419848,4/13/16,AP,CHLA,1.78,UG/L
CB3.2,419848,4/13/16,S ,CHLA,1.78,UG/L
CB3.2,419848,4/13/16,BP,CHLA,1.602,UG/L
CB3.2,419870,5/11/16,B ,CHLA,5.607,UG/L
CB3.2,419870,5/11/16,AP,CHLA,26.059,UG/L
CB3.2,419870,5/11/16,BP,CHLA,19.651,UG/L
CB3.2,419870,5/11/16,S ,CHLA,55.322,UG/L
CB3.2,419896,6/8/16,B ,CHLA,16.02,UG/L
CB3.2,419896,6/8/16,AP,CHLA,7.743,UG/L
CB3.2,419896,6/8/16,S ,CHLA,8.544,UG/L
CB3.2,419896,6/8/16,BP,CHLA,8.277,UG/L
CB3.2,419897,6/29/16,B ,CHLA,1.922,UG/L
CB3.2,419897,6/29/16,BP,CHLA,2.563,UG/L
CB3.2,419897,6/29/16,AP,CHLA,3.418,UG/L
CB3.2,419897,6/29/16,S ,CHLA,12.175,UG/L
CB3.2,419940,7/13/16,AP,CHLA,9.398,UG/L
CB3.2,419940,7/13/16,B ,CHLA,0.641,UG/L
CB3.2,419940,7/13/16,S ,CHLA,15.166,UG/L
CB3.2,419940,7/13/16,BP,CHLA,0.641,UG/L
CB3.2,103159,4/28/99,B ,CHLA,8.411,UG/L
CB3.2,103316,5/12/99,S ,CHLA,7.326,UG/L
CB3.2,103316,5/12/99,AP,CHLA,8.523,UG/L
CB3.2,103316,5/12/99,BP,CHLA,10.765,UG/L
CB3.2,103316,5/12/99,B ,CHLA,28.857,UG/L
CB3.2,103462,5/26/99,S ,CHLA,10.84,UG/L
CB3.2,103462,5/26/99,AP,CHLA,10.093,UG/L
CB3.2,103462,5/26/99,B ,CHLA,4.236,UG/L
CB3.2,103462,5/26/99,BP,CHLA,5.981,UG/L
CB3.2,103582,6/9/99,S ,CHLA,10.167,UG/L
CB3.2,103582,6/9/99,AP,CHLA,9.868,UG/L
CB3.2,103582,6/9/99,BP,CHLA,9.569,UG/L
CB3.2,103582,6/9/99,B ,CHLA,3.888,UG/L
CB3.2,103859,7/8/99,BP,CHLA,3.24,UG/L
CB3.2,103859,7/8/99,S ,CHLA,7.476,UG/L
CB3.2,103859,7/8/99,AP,CHLA,7.725,UG/L
CB3.2,104080,7/21/99,S ,CHLA,11.027,UG/L
CB3.2,103859,7/8/99,B ,CHLA,3.289,UG/L
CB3.2,104080,7/21/99,AP,CHLA,12.709,UG/L
CB3.2,104080,7/21/99,BP,CHLA,11.775,UG/L
CB3.2,104080,7/21/99,B ,CHLA,11.463,UG/L
CB3.2,104253,8/5/99,AP,CHLA,8.373,UG/L
CB3.2,104253,8/5/99,S ,CHLA,7.775,UG/L
CB3.2,104253,8/5/99,BP,CHLA,6.878,UG/L
CB3.2,104253,8/5/99,B ,CHLA,2.392,UG/L
CB3.2,104451,8/18/99,BP,CHLA,10.466,UG/L
CB3.2,104451,8/18/99,B ,CHLA,7.102,UG/L
CB3.2,104451,8/18/99,S ,CHLA,8.074,UG/L
CB3.2,104451,8/18/99,AP,CHLA,8.971,UG/L
CB3.2,104776,9/22/99,S ,CHLA,4.112,UG/L
CB3.2,104776,9/22/99,AP,CHLA,3.845,UG/L
CB3.2,104776,9/22/99,BP,CHLA,6.408,UG/L
CB3.2,104776,9/22/99,B ,CHLA,5.554,UG/L
CB3.2,104952,10/5/99,S ,CHLA,2.741,UG/L
CB3.2,104952,10/5/99,AP,CHLA,2.741,UG/L
CB3.2,104952,10/5/99,BP,CHLA,9.47,UG/L
CB3.2,104952,10/5/99,B ,CHLA,9.968,UG/L
CB3.2,105719,7/15/09,S ,CHLA,21.787,UG/L
CB3.2,105719,7/15/09,BP,CHLA,6.194,UG/L
CB3.2,105719,7/15/09,AP,CHLA,21.574,UG/L
CB3.2,105719,7/15/09,B ,CHLA,2.848,UG/L
CB3.2,105934,7/29/09,S ,CHLA,5.767,UG/L
CB3.2,105934,7/29/09,AP,CHLA,4.699,UG/L
CB3.2,105934,7/29/09,BP,CHLA,7.69,UG/L
CB3.2,105934,7/29/09,B ,CHLA,5.981,UG/L
CB3.2,106290,8/12/09,B ,CHLA,13.67,UG/L
CB3.2,106290,8/12/09,S ,CHLA,12.389,UG/L
CB3.2,106290,8/12/09,AP,CHLA,23.069,UG/L
CB3.2,106290,8/12/09,BP,CHLA,5.554,UG/L
CB3.2,106504,8/26/09,S ,CHLA,4.913,UG/L
CB3.2,106504,8/26/09,AP,CHLA,3.631,UG/L
CB3.2,106504,8/26/09,BP,CHLA,3.204,UG/L
CB3.2,106504,8/26/09,B ,CHLA,2.99,UG/L
CB3.2,106917,9/16/09,S ,CHLA,10.253,UG/L
CB3.2,106917,9/16/09,AP,CHLA,9.478,UG/L
CB3.2,106917,9/16/09,BP,CHLA,2.937,UG/L
CB3.2,106917,9/16/09,B ,CHLA,2.136,UG/L
CB3.2,111731,4/14/10,S ,CHLA,5.34,UG/L
CB3.2,111731,4/14/10,AP,CHLA,5.34,UG/L
CB3.2,111731,4/14/10,BP,CHLA,3.631,UG/L
CB3.2,111731,4/14/10,B ,CHLA,2.777,UG/L
CB3.2,112102,5/12/10,S ,CHLA,16.661,UG/L
